"","abstract","yearsActive","genre","recordLabel","instrument","occupation","yearsActive_first"
"Thelonious_Monk","Thelonious Sphere Monk (/θ??lo?ni?s/, October 10, 1917 ??February 17, 1982) was an American jazz pianist and composer. He had a unique improvisational style and made numerous contributions to the standard jazz repertoire, including ""'Round Midnight"", ""Blue Monk"", ""Straight, No Chaser"", ""Ruby, My Dear"", ""In Walked Bud"", and ""Well, You Needn't"". Monk is the second_most_recorded jazz composer after Duke Ellington. Monk's compositions and improvisations feature dissonances and angular melodic twists and are consistent with his unorthodox approach to the piano, which combined a highly percussive attack with abrupt, dramatic use of switched key releases, silences, and hesitations. Monk was renowned for a distinct look which included suits, hats, and sunglasses. He was also noted for an idiosyncratic habit during performances: while other musicians continued playing, Monk would stop, stand up, and dance for a few moments before returning to the piano. Monk is one of five jazz musicians to have been featured on the cover of Time magazine (the others being Louis Armstrong, Dave Brubeck, Duke Ellington and Wynton Marsalis). ","1940","Jazz,Bebop,Cool_jazz,Hard_bop  ","Columbia_Records,Prestige_Records,Riverside_Records,Blue_Note_Records","Piano","Musician, composer ",1940
"Wynton_Marsalis","Wynton Learson Marsalis (born October 18, 1961) is an American trumpeter, composer, teacher, and artistic director of Jazz at Lincoln Center. He has promoted classical and jazz music, often to young audiences. Marsalis has won at least nine Grammy Awards, and his Blood on the Fields was the first jazz composition to win the Pulitzer Prize for Music. He is the only musician to win a Grammy Award in jazz and classical during the same year. ","1980","Dixieland,Jazz,Classical_music","Columbia_Records,Sony_Classical_Records,Blue_Note_Records,Marsalis_Music","Trumpet ","Musician, composer, educator, artistic director ",1980
"Roger_Ingram","Roger O'Neal Ingram (born November 13, 1957) is a jazz trumpeter, educator, author, and instrument designer. He played trumpet for the orchestras of Maynard Ferguson, Woody Herman, Wynton Marsalis, Ray Charles, and Harry Connick Jr. ","1972","Swing_music,Jazz,Pop_music","","Trumpet, flugelhorn, piano ","Musician, teacher, author, instrument designer ",1972
"John_Gilmore_(musician)","John Gilmore (September 28, 1931 ??August 20, 1995) was an American jazz saxophonist, clarinetist, and percussionist. He was known for his tenure with the avant_garde keyboardist/bandleader Sun Ra from the 1950s to the 1990s. ","1952","Free_jazz,Avant_garde_jazz,Post_bop,Bebop","","Bass_clarinet,Drum_kit,Tenor_saxophone","Musician, composer ",1952
"Hans_Dulfer","Hans Dulfer (born 28 May 1940) is a Dutch jazz musician who plays tenor saxophone. Hans Dulfer was born on 28 May 1940 in Amsterdam, Netherlands. He began at age 17 and has been referred to as ""Big boy"" because of his album of the same name. At the end of the sixties he and Herbert Noord (Hammond organ) founded a quartet that played saxophone/organ funk. He has performed a considerable amount of cross_over jazz and jazz fusion and has also worked with Punk rockers. He has recorded an album with saxophonist Frank Wright titled ""El Saxofón"". He has comparatively high popularity in Japan where Hyperbeat was a top_selling CD by instrumental standards. Furthermore, Japanese film maker Masaaki Yuasa stated that he listened to Hans Dulfer's music while working on Mind Game. Hans Dulfer is the father of saxophonist Candy Dulfer and the two worked together on the album Dulfer Dulfer. ","1957","Jazz ","","Tenor_saxophone","Musician ",1957
"Iggy_Pop","James Newell Osterberg Jr. (born April 21, 1947), known professionally as Iggy Pop, is an American musician, singer, and songwriter. Designated the ""Godfather of Punk"", he was the vocalist and lyricist of influential proto_punk band The Stooges, who were formed in 1967 and have disbanded and reunited many times since. Initially playing a raw, primitive style of rock and roll, the Stooges sold few records in their original incarnation and gained a reputation for their confrontational performances, which often involved acts of self_mutilation by Pop. He had a long collaborative and personal friendship with David Bowie over the course of his career, beginning with the Stooges' album Raw Power in 1973. Both musicians relocated to West Berlin to wean themselves off their respective drug addictions and Pop began his solo career by collaborating with Bowie on the 1977 albums The Idiot and Lust for Life, Pop usually contributing the lyrics. Throughout his career, he is well known for his outrageous and unpredictable stage antics, poetic lyrics, and distinctive voice. He was one of the first performers to do a stage_dive and popularized the activity. Pop, who traditionally (but not exclusively) performs bare_chested, also performed such stage theatrics as rolling around in broken glass and exposing himself to the crowd. Pop's music has encompassed a number of styles over the course of his career, including garage rock, punk rock, hard rock, heavy metal, art rock, new wave, jazz, blues, and electronic. Though his popularity has fluctuated through the years, many of Pop's songs have become well known, including ""Search and Destroy"" and ""I Wanna Be Your Dog"" by the Stooges, and his solo hits ""Lust for Life"", ""The Passenger"" and ""Real Wild Child (Wild One)"". In 1990, he recorded his first and only Top 40 U.S. hit, ""Candy"", a duet with B_52's singer Kate Pierson. Pop's song ""China Girl"" became more widely known when it was re_recorded by co_writer Bowie, who released it as the second single from his most commercially successful album, Let's Dance (1983). Bowie re_recorded and performed many of Pop's songs throughout his career. Although Pop has had limited commercial success, he has remained both a culture icon and a significant influence on a wide range of musicians in numerous genres. The Stooges' album Raw Power has proved an influence on artists such as Sex Pistols, the Smiths, and Nirvana. His solo album The Idiot has been cited as a major influence on a number of post_punk, electronic and industrial artists including Depeche Mode, Nine Inch Nails and Joy Division, and was described by Siouxsie Sioux as a ""re_affirmation that our suspicions were true: the man is a genius."" He was inducted as part of the Stooges into the Rock and Roll Hall of Fame in 2010. In January 2020, Pop received a Grammy Lifetime Achievement Award. ","1960","","","","Musician   ,actor ,singer ,songwriter ",1960
"Charles_Williams_(musician)","Charles Isaac Williams (born July 18, 1932) is an alto saxophonist based in New York City. ","1971","Soul_jazz,Jazz","Mainstream_Records,Mapleshade_Records","Alto_saxophone","Musician, bandleader ",1971
"Javon_Jackson","Javon Anthony Jackson (born June 16, 1965) is an American jazz tenor saxophonist, bandleader, and educator. He first became known as a member of Art Blakey's Jazz Messengers from 1987 until Blakey's death in 1990. and went on to release 20 recordings as a bandleader and tour and record on over 150 CDs with jazz greats including Elvin Jones, Freddie Hubbard, Charlie Haden, Betty Carter, Cedar Walton, Ron Carter, Dr. Lonnie Smith, Stanley Turrentine and Ben E. King. In his solo career, his music has been a mix of tradition and neo_jazz, mixing hard bop with soul and funk influences. Recognized for those diverse styles, he was tapped by producers Lea Reis, Bryant ""Moe Doe"" Johnson to play on Tupac Shakur's Keep Ya Head Up / Madukey Remix in 1993. In 1992, Javon played saxophonist Illinois Jacquet in Spike Lee's Malcolm X. He is featured in the film playing the Lionel Hampton/Benny Goodman standard, ""Flying Home"". He became chair of the University of Hartford's Jackie McLean Institute of Jazz in 2013. In 2019, Newport Festivals Foundation expanded the reach of its popular Newport Jazz Assembly program with the introduction of the Jackie McLean Jazz Studies Jazz Assembly, under Jackson's direction. Jackson also serves as Artistic Director of Jazz in the Valley, an annual music festival in the historic Hudson Valley, now in its 20th year. ","","Jazz,Soul_music","Smoke_Sessions_Records,Blue_Note_Records,Criss_Cross_Jazz,Palmetto_Records","Saxophone ","Musician ",
"Zach_Brock","Zach Brock (born August 2, 1974) is an American jazz violinist and composer. He was a member of Snarky Puppy from 2007 to 2011 and in 2016. He worked with Stanley Clarke, Phil Markowitz, and Dave Liebman, as well as leading his own groups. ","","Jazz","Universal_Music_Group,GroundUPmusic,Ropeadope_Records,Criss_Cross_Jazz","Violin ","Musician, composer ",
"Marcus_Roberts","Marthaniel ""Marcus"" Roberts (born August 7, 1963) is an American jazz pianist, composer, arranger, bandleader, and teacher. ","1980","Swing_music,Jazz,Classical_music","Columbia_Records,Novus_Records","Piano ","Musician, composer, arranger ",1980
"Miles_Davis","Miles Dewey Davis III (May 26, 1926 ??September 28, 1991) was an American trumpeter, bandleader, and composer. He is among the most influential and acclaimed figures in the history of jazz and 20th_century music. Davis adopted a variety of musical directions in a five_decade career that kept him at the forefront of many major stylistic developments in jazz. Born in Alton, Illinois, and raised in East St. Louis, Davis left to study at Juilliard in New York City, before dropping out and making his professional debut as a member of saxophonist Charlie Parker's bebop quintet from 1944 to 1948. Shortly after, he recorded the Birth of the Cool sessions for Capitol Records, which were instrumental to the development of cool jazz. In the early 1950s, Miles Davis recorded some of the earliest hard bop music while on Prestige Records but did so haphazardly due to a heroin addiction. After a widely acclaimed comeback performance at the Newport Jazz Festival, he signed a long_term contract with Columbia Records and recorded the album 'Round About Midnight in 1955. It was his first work with saxophonist John Coltrane and bassist Paul Chambers, key members of the sextet he led into the early 1960s. During this period, he alternated between orchestral jazz collaborations with arranger Gil Evans, such as the Spanish music_influenced Sketches of Spain (1960), and band recordings, such as Milestones (1958) and Kind of Blue (1959). The latter recording remains one of the most popular jazz albums of all time, having sold over five million copies in the U.S. Davis made several line_up changes while recording Someday My Prince Will Come (1961), his 1961 Blackhawk concerts, and Seven Steps to Heaven (1963), another mainstream success that introduced bassist Ron Carter, pianist Herbie Hancock, and drummer Tony Williams. After adding saxophonist Wayne Shorter to his new quintet in 1964, Davis led them on a series of more abstract recordings often composed by the band members, helping pioneer the post_bop genre with albums such as E.S.P (1965) and Miles Smiles (1967), before transitioning into his electric period. During the 1970s, he experimented with rock, funk, African rhythms, emerging electronic music technology, and an ever_changing line_up of musicians, including keyboardist Joe Zawinul, drummer Al Foster, and guitarist John McLaughlin. This period, beginning with Davis's 1969 studio album In a Silent Way and concluding with the 1975 concert recording Agharta, was the most controversial in his career, alienating and challenging many in jazz. His million_selling 1970 record Bitches Brew helped spark a resurgence in the genre's commercial popularity with jazz fusion as the decade progressed. After a five_year retirement due to poor health, Davis resumed his career in the 1980s, employing younger musicians and pop sounds on albums such as The Man with the Horn (1981) and Tutu (1986). Critics were often unreceptive but the decade garnered Davis his highest level of commercial recognition. He performed sold_out concerts worldwide, while branching out into visual arts, film, and television work, before his death in 1991 from the combined effects of a stroke, pneumonia and respiratory failure. In 2006, Davis was inducted into the Rock and Roll Hall of Fame, which recognized him as ""one of the key figures in the history of jazz"". Rolling Stone described him as ""the most revered jazz trumpeter of all time, not to mention one of the most important musicians of the 20th century,"" while Gerald Early called him inarguably one of the most influential and innovative musicians of that period. ","1944 ,1980   ","Jazz,Modal_jazz,Cool_jazz,Hard_bop,Jazz_fusion","Capitol_Records,Columbia_Records,Fontana_Records,Prestige_Records,Warner_Records",",piano ,Trumpet ,cornet ,electric organ ,flugelhorn ","Musician   ,bandleader ,composer ,producer ",1944
"Milt_Hinton","Milton John Hinton (June 23, 1910 ??December 19, 2000) was an American double bassist and photographer. Regarded as the Dean of American jazz bass players, his nicknames included ""Sporty"" from his years in Chicago, ""Fump"" from his time on the road with Cab Calloway, and ""The Judge"" from the 1950s and beyond. Hinton's recording career lasted over 60 years, mostly in jazz but also with a variety of other genres as a prolific session musician. He was also a photographer of note, praised for documenting American jazz during the 20th Century. ","1990","Swing_music,Pop_music,Trad_jazz","Victor_Talking_Machine_Company,Bethlehem_Records,Sony_Music,Black_&_Blue_Records,Chiaroscuro_Records","Double bass ","Musician, photographer, educator ",1990
"Pino_Palladino","Giuseppe Henry ""Pino"" Palladino (born 17 October 1957) is a Welsh musician, songwriter, and record producer. A prolific session bassist, he has played bass for acts such as The Who, the John Mayer Trio, Nine Inch Nails, Gary Numan, Jeff Beck and D'Angelo. ","1974",",Rock ,new wave ,pop ,soul ,funk ","Verve_Records,Atlantic_Records","Bass_guitar",",record producer ,songwriter ,Bassist ",1974
"Kurt_Rosenwinkel","Kurt Rosenwinkel (born October 28, 1970) is an American jazz guitarist. ","1990","Jazz","Verve_Records,ArtistShare,Heartcore_(Kurt_Rosenwinkel_album)","Guitar ","Musician ",1990
"Ambrose_Akinmusire","Ambrose Akinmusire (/ækin?mu?siri/ born May 1, 1982) is an American avant_garde jazz composer and trumpeter. ","2000","Jazz","Universal_Music_Group,Blue_Note_Records,Capitol_Music_Group","Trumpet ","composer, musician ",2000
"Darcy_James_Argue","Darcy James Argue is a jazz composer and bandleader known for his work with his 18_piece ensemble, Secret Society. ","2005","Jazz","New_Amsterdam_Records","Piano ","Musician, composer, bandleader ",2005
"Arturo_O'Farrill","Arturo O'Farrill (born June 22, 1960) is a jazz musician, the son of Latin jazz musician, arranger and bandleader Chico O'Farrill, and pianist, composer, and director for the Afro Latin Jazz Orchestra. He is best known for his contributions to contemporary Latin jazz (more specifically Afro_Cuban jazz), having received Grammy Awards and nominations, though he has trained in other forms such as free jazz and experimented briefly with hip hop. ","1979","Afro_Cuban_jazz,Latin_jazz","Motéma_Music,Milestone_Records,32_Records,Zoho_Music","Piano ","Musician, composer, bandleader ",1979
"Ximo_Tebar","Ximo Tebar (March 30, 1963 in Valencia) is a Spanish jazz musician (guitar, composition). ","","Jazz","","guitar ","Musician",
"Maurice_Hines","Maurice Robert Hines Jr. (born December 13, 1943) is an American actor, director, singer, and choreographer. He is the older brother of dancer Gregory Hines. ","1954","","Arbors_Records","","Actor, director, choreographer, singer ",1954
"Cedar_Walton","Cedar Anthony Walton, Jr. (January 17, 1934 ??August 19, 2013) was an American hard bop jazz pianist. He came to prominence as a member of drummer Art Blakey's band, The Jazz Messengers, before establishing a long career as a bandleader and composer. Several of his compositions have become jazz standards, including ""Mosaic"", ""Bolivia"", ""Holy Land"", ""Mode for Joe"" and ""Fantasy in D"". ","","Jazz,Hard_bop","","Piano","Musician ",
"The_Rolling_Stones","The Rolling Stones are an English rock band formed in London in 1962. Active for almost six decades, they are one of the most popular and enduring bands of the rock era. In the early 1960s, the Rolling Stones pioneered the gritty, heavier_driven sound that came to define hard rock. Their first stable line_up comprised vocalist Mick Jagger, multi_instrumentalist Brian Jones, guitarist Keith Richards, bassist Bill Wyman, and drummer Charlie Watts. During their formative years Jones was the primary leader: he assembled the band, named it, and drove their sound and image. After Andrew Loog Oldham became the group's manager in 1963, he encouraged them to write their own songs. Jagger and Richards became the primary creative force behind the band, alienating Jones, who developed a drug addiction that interfered with his ability to contribute meaningfully. Rooted in blues and early rock and roll, the Rolling Stones started out playing covers and were at the forefront of the British Invasion in 1964, also being identified with the youthful and rebellious counterculture of the 1960s. They then found greater success with their own material as ""(I Can't Get No) Satisfaction"" (1965), ""Get Off of My Cloud"" (1965) and ""Paint It Black"" (1966) became international No. 1 hits. Aftermath (1966) ??their first entirely original album ??is considered the most important of their formative records. In 1967, they had the double_sided hit ""Ruby Tuesday""/""Let's Spend the Night Together"" and experimented with psychedelic rock on Their Satanic Majesties Request. They returned to their roots with such hits as ""Jumpin' Jack Flash"" (1968) and ""Honky Tonk Women"" (1969), and albums such as Beggars Banquet (1968), featuring ""Sympathy for the Devil"", and Let It Bleed (1969), featuring ""You Can't Always Get What You Want"" and ""Gimme Shelter"". Let It Bleed was the first of five consecutive No. 1 albums in the UK. Jones left the band shortly before his death in 1969, having been replaced by guitarist Mick Taylor. That year they were first introduced on stage as 'The Greatest Rock and Roll Band in the World'. Sticky Fingers (1971), which yielded ""Brown Sugar"" and included the first usage of their tongue and lips logo, was their first of eight consecutive No. 1 studio albums in the US. Exile on Main St. (1972), featuring ""Tumbling Dice"", and Goats Head Soup (1973), yielding the hit ballad ""Angie"", were also best sellers. Taylor was replaced by Ronnie Wood in 1974. The band continued to release successful albums including their two largest sellers: Some Girls (1978), featuring ""Miss You""; and Tattoo You (1981), featuring ""Start Me Up"". Steel Wheels (1989) was widely considered a comeback album and was followed by Voodoo Lounge (1994), a worldwide number one album. Both releases were promoted by large stadium and arena tours as the Stones continued to be a huge concert attraction; by 2007 they had four of the top five highest_grossing concert tours of all time. From Wyman's departure in 1993 to Watts' death in 2021, the band continued as a four_piece core, with Darryl Jones playing bass on tour and on most studio recordings. Their latest album, Blue & Lonesome (2016), became their twelfth UK number_one album. The Rolling Stones' estimated record sales of 200 million makes them one of the best_selling music artists of all time. The band has won three Grammy Awards and a Grammy Lifetime Achievement Award. They were inducted into the Rock and Roll Hall of Fame in 1989 and the UK Music Hall of Fame in 2004. In 2019, Billboard magazine ranked the Rolling Stones second on their list of the ""Greatest Artists of All Time"" based on US chart success. They are ranked fourth on Rolling Stone's list of the Greatest Artists of All Time. ","1962","Rock_and_roll  ,Rock ,blues ,hard rock ,pop ","Columbia_Records,Decca_Records,Polydor_Records,Interscope_Records,London_Recordings,Rolling_Stones_Records,Virgin_Records,Atlantic_Records,ABKCO_Records","","",1962
"Jean_Toussaint","Jean Toussaint (born July 27, 1960) is an American jazz tenor and soprano saxophonist. ","1982","Jazz","World_Circuit_(record_label),Lyte_Records","Saxophone ","Musician ",1982
"Robert_Hurst_(musician)","Robert Hurst (born October 4, 1964) is an American jazz bassist. ","1980","Jazz","","Double bass, bass guitar ","Musician, composer, educator ",1980
"Pharoah_Sanders","Pharoah Sanders (born Farrell Sanders, October 13, 1940) is an American jazz saxophonist. A member of John Coltrane's groups of the mid_1960s, Sanders is known for his overblowing, harmonic, and multiphonic techniques on the saxophone, as well as his use of ""sheets of sound"". He has released over 30 albums as a leader and has collaborated extensively with Leon Thomas and Alice Coltrane, among others. Saxophonist Ornette Coleman described him as ""probably the best tenor player in the world"". Sanders' music has been called ""spiritual jazz"" due to his inspiration in religious concepts such as Karma and Tawhid, and his rich, meditative aesthetic. This style is seen as a continuation of Coltrane's work on albums such as A Love Supreme. As a result, Sanders is considered a disciple of Coltrane or, as Albert Ayler said, ""Trane was the Father, Pharoah was the Son, I am the Holy Ghost"". ","1964","Free_jazz,Avant_garde_jazz,Jazz,World_music,Ethno_jazz","Theresa_Records,Strata_East_Records,Impulse!_Records,Alan_Douglas_(record_producer)","Saxophone ","Musician, composer, bandleader ",1964
"Woody_Shaw","Woody Herman Shaw Jr. (December 24, 1944 ??May 10, 1989) was an American jazz trumpeter, flugelhornist, cornetist, composer, arranger, band leader, and educator. Shaw is widely known as one of the most important and influential jazz trumpeters and composers of the twentieth century. He is often credited with revolutionizing the technical and harmonic language of modern jazz trumpet playing, and to this day is regarded by many as one of the major innovators of the instrument. He was an acclaimed virtuoso, mentor, and spokesperson for jazz and worked and recorded alongside many of the leading musicians of his time."" ","1963","Avant_garde_jazz,Post_bop,Jazz,Modal_jazz,Bebop,Hard_bop","Columbia_Records,Elektra_Records,Contemporary_Records,Blue_Note_Records,Fantasy_Records,Concord_Music_Group,Muse_Records","Trumpet, flugelhorn, cornet ","Musician, bandleader, composer, educator ",1963
"Ali_Jackson_(jazz_drummer)","Ali Jackson Jr. (born April 3, 1976) is an American drummer, musician, composer, arranger, educator, and percussionist. Son of Ali Jackson (jazz bassist). Ali Jr. started playing drums at the age of 2. Ali graduated as a music major with high honors from Detroit?�s prestigious [[Ali?�s natural ability and passion for music bloomed and by the age of 11 his aptitude flourished as a result of a steady stream of lessons and mentoring from an all_star lineup of music legends, including Max Roach, Milt Hinton, Dr. Donald Byrd, Betty Carter, Aretha Franklin and James Mtume. During one lesson when he was 12, Ali met Wynton Marsalis and impressed the trumpet virtuoso and future collaborator with his maturity and his advanced knowledge of the piano and music theory ??skills rare among drummers. Ali graduated as a music major with high honors from Detroit?�s prestigious Cass Technical High School, a program with a rich legacy of consistently producing the country?�s top musicians. As a student at the in New York City, he was privileged to study with Max Roach and Elvin Jones. He attended college on a full academic scholarship, earning an undergraduate degree in music composition. In 1994 Ali was selected as the guest soloist for the Beacons of Jazz program honoring legendary jazz drummer Max Roach. The Thelonius Monk Institute and Jazz Aspen selected him to participate in the first annual Jazz Aspen for gifted and talented musicians. Ali was also the first recipient of the state of Michigan?�s prestigious Artserv Emerging Artist award in 1998, a program with a rich legacy of consistently producing the country?�s top musicians. As a student at the New School University for Contemporary Music in New York City, he was privileged to study with Max Roach and Elvin Jones. He attended college on a full academic scholarship, earning an undergraduate degree in music composition. In 1994 Ali was selected as the guest soloist for the Beacons of Jazz program honoring legendary jazz drummer Max Roach. The Thelonius Monk Institute and Jazz Aspen selected him to participate in the first annual Jazz Aspen for gifted and talented musicians. Ali was also the first recipient of the state of Michigan?�s prestigious Artserv Emerging Artist award in 1998. Jackson is from Detroit. A reviewer for The New York Times in 2009 wrote that ""Jackson generates a subtle but irresistible force when he plays, making even the smallest gestures advance his agenda of locomotion."" ","","Jazz, Ancestral, Afro_Cuban ","","Drums, classical percussion, piano ","Musician, Composer, Arranger, Educator ",
"Lalo_Schifrin","Boris Claudio ""Lalo"" Schifrin (born June 21, 1932) is an Argentine_American pianist, composer, arranger and conductor. He is best known for his large body of film and TV scores since the 1950s, incorporating jazz and Latin American musical elements alongside traditional orchestrations. He is a five_time Grammy Award winner, and has been nominated for six Academy Awards and four Emmy Awards. Schifrin's best known compositions include the ""Theme from Mission: Impossible"", and the scores to Cool Hand Luke (1967), Bullitt (1968), THX 1138 (1971), Enter the Dragon (1973), The Four Musketeers (1974), Voyage of the Damned (1976), The Amityville Horror (1979), and the Rush Hour trilogy (1998_2007). Schifrin is also noted for his collaborations with Clint Eastwood from the late 1960s to the 1980s, particularly the Dirty Harry series of films. In 2019, he received an Honorary Oscar ""in recognition of his unique musical style, compositional integrity and influential contributions to the art of film scoring."" ","1950","Contemporary_classical_music,Jazz,Rock_music,Big_band  ","Dot_Records,Verve_Records,Atlantic_Records,MGM_Records,Paramount_Records_(1969),CTI_Records,Roulette_Records,Warner_Records,Colpix_Records,Colgems_Records,Tico_Records,Tabu_Records,Audio_Fidelity_Records,Palo_Alto_Records","Piano   ,keyboards ","Musician   ,composer ,conductor ,arranger ",1950
"Joe_Temperley","Joe Temperley (20 September 1929 ??11 May 2016) was a Scottish jazz saxophonist. He performed with various instruments, but was most associated with the baritone saxophone, soprano saxophone, and bass clarinet. ","1950","Jazz","","Baritone saxophone, soprano saxophone, bass clarinet ","Musician ",1950
"Mark_Turner_(musician)","Mark Turner (born November 10, 1965) is an American jazz saxophonist. ","1990","Jazz","ECM_Records,Warner_Records","Saxophone ","Musician ",1990
"Sherrie_Maricle","Sharon Lee ""Sherrie"" Maricle (born September 2, 1963, Buffalo, New York) is an American jazz drummer. Maricle's musical education began in the fourth grade when she started with the clarinet after being told that the trumpet was off_limits to girls. She moved on to the cello and settled on the drums in the sixth grade after seeing Buddy Rich play. Maricle began playing professionally, performing locally with Slam Stewart, while studying music (BA 1985) at SUNY_Binghamton. She then moved to New York City and attended New York University where she completed a Master's of Arts in Jazz Performance in 1986 and a Doctorate of Philosophy in Jazz Performance/Composition in 2000. In the late 1980s, she was appointed director of percussion studies at NYU. Maricle directed Saturday jam sessions at the Village Gate from 1987 until the venue closed in 1993. Beginning in 1987, she also began collaborating and leading small groups with Peter Appleyard. In the 1990s, she performed with the New York Pops, Clark Terry, and Al Grey and began working with the group DIVA. Maricle currently leads the DIVA Jazz Orchestra, the DIVA Jazz Trio, and the quintet Five Play. She teaches on the jazz faculty of the New York State Summer Music Festival, as well as running her own private drum and percussion studio. In 2009, she received the Lifetime Achievement Award at the Mary Lou Williams Women in Jazz Festival. ","","Jazz ","","Drums ","",
"Sullivan_Fortner","Sullivan Joseph Fortner (born December 29, 1986) is an American jazz pianist. He was the regular pianist in trumpeter Roy Hargrove's band from 2010 to 2017, and has released two albums on Impulse! Records. ","2000","Jazz","","Piano ","Musician, composer ",2000
"Yacub_Addy","Yacub Addy (April 15, 1931 ??December 18, 2014) was a Ghanaian traditional drummer, composer, choreographer and educator who collaborated with many musicians in various genres, including Wynton Marsalis. He has been referred to as ""the leading ambassador of Ghanaian music and culture"". Starting in 1995, Addy taught percussion and West African drumming at Skidmore College in Saratoga Springs, New York. He also taught at Rensselaer Polytechnic Institute in Troy, New York. He was a recipient of a 2010 National Heritage Fellowship awarded by the National Endowment for the Arts, which is the United States government's highest honor in the folk and traditional arts. ","1956","Music_of_Ghana,Jazz","","Drum ","Musician,Teacher",1956
"Charles_Lloyd_(jazz_musician)","Charles Lloyd (born March 15, 1938) is an American jazz musician. Though he primarily plays tenor saxophone and flute, he has occasionally recorded on other reed instruments, including alto saxophone and the Hungarian tárogató. Lloyd's primary band since 2007 has been a quartet including pianist Jason Moran, acoustic bassist Reuben Rogers, and drummer Eric Harland. ","1959","Jazz","Columbia_Records,ECM_Records,Blue_Note_Records,Atlantic_Records,Pacific_Arts_Corporation","Flute,Tenor_saxophone","Musician ",1959
"Chalmers_Alford","Chalmers Edward ""Spanky"" Alford (May 22, 1955 ??March 24, 2008) was an American jazz guitarist. Alford was born in Philadelphia. He was well known for his playing style and use of arpeggiations. He had an illustrious career as a gospel quartet guitar player in the 1960s, 1970s, and 1980s with groups such as the Mighty Clouds of Joy. Later in life, he found a new career in the neo_soul movement of the 1990s and 2000s, most notably contributing to the sounds of D'Angelo and Tony Toni Toné. Alford played guitar as part of The Soultronics (D'angelo's band for his 2000 ""Voodoo"" tour), alongside Questlove, James Poyser, Pino Palladino, and Anthony Hamilton. He was a teacher, and was credited with teaching Raphael Saadiq among others to play guitar. He played on several albums with artists such as Joss Stone, John Mayer, Mary J. Blige, Raphael Saadiq, D'Angelo and Roy Hargrove. Though he retired from touring years prior, Alford made a rare public appearance performing with the John Mayer Trio as a surprise guest on September 26, 2005, during their stop in Nashville, Tennessee. It is his last known public performance. Audio from the show eventually ended up on the Trio's only official release, a compilation of performances from the tour called Try!, appearing on the title track at the end of the album. Alford died in March 2008, at the age of 52, in Huntsville, Alabama due to complications from diabetes. ","1960","Gospel_music,Blues,Neo_soul","","Guitar ","Musician ",1960
"Thomas_Clausen_(musician)","Thomas Clausen (born 5 October 1949) is a Danish jazz pianist and composer. ","","Jazz","Storyville_Records,Stunt_Records","Piano ","Musician ",
"The_Soultronics","The Soultronics was an R&B and neo soul supergroup formed in 2000, which served as the backing band for musician D'Angelo in 2000 during The Voodoo Tour, the supporting tour for his second studio album Voodoo. Several members of the group, including drummer Questlove of hip hop group The Roots, keyboardist James Poyser, trumpeter Roy Hargrove, and Welsh bassist Pino Palladino, had previously contributed to D'Angelo's Voodoo and are also associated with the Soulquarians musical collective. Along with performing during the tour, The Soultronics contributed to Red Hot + Riot: The Music and Spirit of Fela Kuti (2002), a charity release inspired by the music of Afrobeat artist Fela Kuti. ","2000, 2002","Funk,Soul_music,Neo_soul,Contemporary_R&B","Virgin_Records","","Supergroup_(music),Backup_band",2000
"Toots_Thielemans","Jean_Baptiste Frédéric Isidor, Baron Thielemans (29 April 1922 ??22 August 2016), known professionally as Toots Thielemans, was a Belgian jazz musician. He was mostly known for his chromatic harmonica playing, as well as his guitar, whistling skills, and composing. According to jazz historian Ted Gioia, his most important contribution was in ""championing the humble harmonica"", which Thielemans made into a ""legitimate voice in jazz"". He eventually became the ""preeminent"" jazz harmonica player. His first professional performances were with Benny Goodman's band when they toured Europe in 1949 and 1950. He emigrated to the U.S. in 1951, becoming a citizen in 1957. From 1953 to 1959 he played with George Shearing, and then led his own groups on tours in the U.S. and Europe. In 1961 he recorded and performed live one of his own compositions, ""Bluesette"", which featured him playing guitar and whistling. In the 1970s and 1980s, he continued touring and recording, appearing with musicians such as Oscar Peterson, Ella Fitzgerald, Sarah Vaughan, Bill Evans, Dizzy Gillespie, Kenny Werner, Pat Metheny, Jaco Pastorius, Mina Mazzini, Elis Regina, Quincy Jones, George Shearing, Natalie Cole, Billy Joel, Paul Simon and Paquito D'Rivera. Among the film soundtracks that Thielemans recorded are The Pawnbroker (1964), Midnight Cowboy (1969), The Getaway (1972), Cinderella Liberty (1973), The Sugarland Express (1974) and Looking for Mr. Goodbar (1977). His harmonica theme song for the popular Sesame Street TV show was heard for 40 years. He often performed and recorded with Quincy Jones, who once called him ""one of the greatest musicians of our time."" In 2009 he was designated a Jazz Master by the National Endowment for the Arts, the highest honor for a jazz musician in the United States. ","1949","Jazz","","Chromatic Harmonica, guitar ","Musician ",1949
"Fred_Wesley","Fred Wesley (born July 4, 1943) is an American trombonist who worked with James Brown in the 1960s and 1970s and Parliament_Funkadelic in the second half of the 1970s. ","1960","Funk, R&B ","","Trombone ","Musician ",1960
"SFJAZZ_Collective","The SFJAZZ Collective is an American jazz ensemble comprising eight performer/composers, launched in 2004 by SFJAZZ, a West Coast non_profit jazz institution and the presenter of the annual San Francisco Jazz Festival. ","?�present ","Jazz","","","",
